t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,0.004038,59.994233,60.000000
2.500100,60.000001,0.040845,59.995597,60.000000
2.500200,60.000001,0.073752,59.990887,60.000000
2.500300,60.000001,0.107737,59.985507,60.000000
2.500400,60.000001,0.151217,59.990103,60.000000
2.500500,60.000001,0.177387,59.986487,60.000000
2.500600,60.000001,0.217853,59.986911,60.000000
2.500700,60.000001,0.250098,59.986698,60.000000
2.500800,60.000001,0.285269,59.986697,60.000000
2.500900,60.000001,0.339170,59.985718,60.000000
2.501000,60.000001,0.362769,59.985176,60.000000
2.501100,60.000001,0.405594,59.983741,60.000000
2.501200,60.000001,0.425393,59.984588,60.000000
2.501300,60.000001,0.452832,59.985677,60.000000
2.501400,60.000001,0.483353,59.986358,60.000000
2.501500,60.000001,0.512688,59.986821,60.000000
2.501600,60.000001,0.543734,59.986924,60.000000
2.501700,60.000001,0.579882,59.986432,60.000000
2.501800,60.000001,0.611434,59.986058,60.000000
2.501900,60.000001,0.637767,59.985995,60.000000
2.502000,60.000001,0.670613,59.985670,60.000000
2.502100,60.000001,0.690180,59.985844,60.000000
2.502200,60.000001,0.721655,59.985624,60.000000
2.502300,60.000001,0.730040,59.986179,60.000000
2.502400,60.000001,0.758369,59.986162,60.000000
2.502500,60.000001,0.770625,59.986520,60.000000
2.502600,60.000001,0.812972,59.985835,60.000000
2.502700,60.000001,0.828357,59.985747,60.000000
2.502800,60.000001,0.851072,59.985584,60.000000
2.502900,60.000001,0.858161,59.985840,60.000000
2.503000,60.000001,0.876707,59.985847,60.000000
2.503100,60.000001,0.891350,59.985851,60.000000
2.503200,60.000001,0.903777,59.985884,60.000000
2.503300,60.000001,0.917698,59.985839,60.000000
2.503400,60.000001,0.922643,59.986008,60.000000
2.503500,60.000001,0.937318,59.985895,60.000000
2.503600,60.000001,0.950462,59.985707,60.000000
2.503700,60.000001,0.962402,59.985492,60.000000
2.503800,60.000001,0.956139,59.985805,60.000000
2.503900,60.000001,0.958955,59.985946,60.000000
2.504000,60.000001,0.970413,59.985690,60.000000
2.504100,60.000001,0.986973,59.985088,60.000000
2.504200,60.000001,0.966241,59.985650,60.000000
2.504300,60.000001,0.960721,59.985972,60.000000
2.504400,60.000001,0.965912,59.985777,60.000000
2.504500,60.000001,0.957477,59.985887,60.000000
2.504600,60.000001,0.949353,59.986031,60.000000
2.504700,60.000001,0.954498,59.985573,60.000000
2.504800,60.000001,0.949056,59.985298,60.000000
2.504900,60.000001,0.928058,59.985763,60.000000
2.505000,60.000001,0.914452,59.986045,60.000000
2.505100,60.000001,0.898607,59.986331,60.000000
2.505200,60.000001,0.872491,59.987115,60.000000
2.505300,60.000001,0.888821,59.986080,60.000000
2.505400,60.000001,0.864905,59.985756,60.000000
2.505500,60.000001,0.853172,59.985286,60.000000
2.505600,60.000001,0.842062,59.984573,60.000000
2.505700,60.000001,0.809576,59.985307,60.000000
2.505800,60.000001,0.800816,59.984636,60.000000
2.505900,60.000001,0.761477,59.985913,60.000000
2.506000,60.000001,0.735189,59.986716,60.000000
2.506100,60.000001,0.722808,59.985995,60.000000
2.506200,60.000001,0.698570,59.985558,60.000000
2.506300,60.000001,0.670879,59.985565,60.000000
2.506400,60.000001,0.639964,59.986125,60.000000
2.506500,60.000001,0.613250,59.986255,60.000000
2.506600,60.000001,0.583500,59.986524,60.000000
2.506700,60.000001,0.546311,59.988146,60.000000
2.506800,60.000001,0.526985,59.986887,60.000000
2.506900,60.000001,0.488664,59.987915,60.000000
2.507000,60.000001,0.460377,59.987700,60.000000
2.507100,60.000001,0.435724,59.985207,60.000000
2.507200,60.000001,0.393889,59.986819,60.000000
2.507300,60.000001,0.366474,59.985405,60.000000
2.507400,60.000001,0.328344,59.986451,60.000000
2.507500,60.000001,0.304761,59.980806,60.000000
2.507600,60.000001,0.270966,59.975107,60.000000
2.507700,60.000001,0.223067,59.980750,60.000000
2.507800,60.000001,0.192168,59.980797,60.000000
2.507900,60.000001,0.158210,59.978213,60.000000
2.508000,60.000001,0.117279,59.982435,60.000000
2.508100,60.000001,0.085227,59.978985,60.000000
2.508200,60.000001,0.048911,59.975087,60.000000
2.508300,60.000001,0.008025,59.980246,60.000000
2.508400,60.000001,-0.017859,59.962565,60.000000
2.508500,60.000001,-0.071210,59.980315,60.000000
2.508600,60.000001,-0.110956,59.995798,60.000000
2.508700,60.000001,-0.148873,60.004814,60.000000
2.508800,60.000001,-0.168267,59.996078,60.000000
2.508900,60.000001,-0.216791,59.997584,60.000000
2.509000,60.000001,-0.243865,59.996252,60.000000
2.509100,60.000001,-0.270026,59.995770,60.000000
2.509200,60.000001,-0.312477,59.995854,60.000000
2.509300,60.000001,-0.342939,59.996359,60.000000
2.509400,60.000001,-0.379953,59.996254,60.000000
2.509500,60.000001,-0.413154,59.996174,60.000000
2.509600,60.000001,-0.442855,59.996473,60.000000
2.509700,60.000001,-0.496620,59.994948,60.000000
2.509800,60.000001,-0.523950,59.993986,60.000000
2.509900,60.000001,-0.550817,59.993956,60.000000
2.510000,60.000001,-0.575149,59.994368,60.000000
2.510100,60.000001,-0.598746,59.994936,60.000000
2.510200,60.000001,-0.634798,59.994687,60.000000
2.510300,60.000001,-0.656627,59.994894,60.000000
2.510400,60.000001,-0.671219,59.995568,60.000000
2.510500,60.000001,-0.701578,59.995586,60.000000
2.510600,60.000001,-0.732067,59.995317,60.000000
2.510700,60.000001,-0.756413,59.995185,60.000000
2.510800,60.000001,-0.772598,59.995350,60.000000
2.510900,60.000001,-0.799054,59.995218,60.000000
2.511000,60.000001,-0.809047,59.995503,60.000000
2.511100,60.000001,-0.842978,59.995083,60.000000
2.511200,60.000001,-0.861478,59.994934,60.000000
2.511300,60.000001,-0.872911,59.995032,60.000000
2.511400,60.000001,-0.895554,59.994838,60.000000
2.511500,60.000001,-0.898475,59.995105,60.000000
2.511600,60.000001,-0.925827,59.994733,60.000000
2.511700,60.000001,-0.927408,59.994910,60.000000
2.511800,60.000001,-0.938619,59.994935,60.000000
2.511900,60.000001,-0.950103,59.994857,60.000000
2.512000,60.000001,-0.954350,59.994931,60.000000
2.512100,60.000001,-0.957976,59.995031,60.000000
2.512200,60.000001,-0.947592,59.995552,60.000000
2.512300,60.000001,-0.964971,59.995238,60.000000
2.512400,60.000001,-0.961443,59.995324,60.000000
2.512500,60.000001,-0.972518,59.994989,60.000000
2.512600,60.000001,-0.963363,59.995181,60.000000
2.512700,60.000001,-0.969360,59.994939,60.000000
2.512800,60.000001,-0.953697,59.995329,60.000000
2.512900,60.000001,-0.955052,59.995202,60.000000
2.513000,60.000001,-0.947316,59.995221,60.000000
2.513100,60.000001,-0.936531,59.995365,60.000000
2.513200,60.000001,-0.944043,59.994665,60.000000
2.513300,60.000001,-0.911344,59.995547,60.000000
2.513400,60.000001,-0.913610,59.995156,60.000000
2.513500,60.000001,-0.904567,59.994803,60.000000
