t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,0.001074,59.988486,60.000000
2.500100,60.000001,0.031402,59.972360,60.000000
2.500200,60.000001,0.079061,59.978377,60.000000
2.500300,60.000001,0.118372,59.984685,60.000000
2.500400,60.000001,0.153047,59.985402,60.000000
2.500500,60.000001,0.204130,59.993125,60.000000
2.500600,60.000001,0.227799,59.991703,60.000000
2.500700,60.000001,0.268607,59.991911,60.000000
2.500800,60.000001,0.304562,59.991907,60.000000
2.500900,60.000001,0.326684,59.992705,60.000000
2.501000,60.000001,0.378792,59.991774,60.000000
2.501100,60.000001,0.406277,59.992139,60.000000
2.501200,60.000001,0.436698,59.992869,60.000000
2.501300,60.000001,0.476795,59.992439,60.000000
2.501400,60.000001,0.498078,59.993523,60.000000
2.501500,60.000001,0.541230,59.992897,60.000000
2.501600,60.000001,0.566357,59.993168,60.000000
2.501700,60.000001,0.600928,59.992974,60.000000
2.501800,60.000001,0.620406,59.993568,60.000000
2.501900,60.000001,0.655257,59.993426,60.000000
2.502000,60.000001,0.687029,59.993152,60.000000
2.502100,60.000001,0.703655,59.993535,60.000000
2.502200,60.000001,0.738692,59.993244,60.000000
2.502300,60.000001,0.774547,59.992689,60.000000
2.502400,60.000001,0.784977,59.992977,60.000000
2.502500,60.000001,0.811683,59.992940,60.000000
2.502600,60.000001,0.824704,59.993235,60.000000
2.502700,60.000001,0.853257,59.993032,60.000000
2.502800,60.000001,0.865618,59.993190,60.000000
2.502900,60.000001,0.882938,59.993260,60.000000
2.503000,60.000001,0.889900,59.993598,60.000000
2.503100,60.000001,0.905369,59.993697,60.000000
2.503200,60.000001,0.926832,59.993475,60.000000
2.503300,60.000001,0.949360,59.993101,60.000000
2.503400,60.000001,0.956103,59.993122,60.000000
2.503500,60.000001,0.954977,59.993475,60.000000
2.503600,60.000001,0.971670,59.993316,60.000000
2.503700,60.000001,0.992437,59.992828,60.000000
2.503800,60.000001,0.990367,59.992932,60.000000
2.503900,60.000001,0.993008,59.993023,60.000000
2.504000,60.000001,0.996673,59.993027,60.000000
2.504100,60.000001,0.992257,59.993239,60.000000
2.504200,60.000001,1.003156,59.992909,60.000000
2.504300,60.000001,0.996352,59.993015,60.000000
2.504400,60.000001,0.987110,59.993303,60.000000
2.504500,60.000001,0.985282,59.993299,60.000000
2.504600,60.000001,0.970692,59.993681,60.000000
2.504700,60.000001,0.969814,59.993540,60.000000
2.504800,60.000001,0.961033,59.993518,60.000000
2.504900,60.000001,0.960900,59.993049,60.000000
2.505000,60.000001,0.943855,59.993212,60.000000
2.505100,60.000001,0.926996,59.993508,60.000000
2.505200,60.000001,0.917898,59.993349,60.000000
2.505300,60.000001,0.893992,59.993845,60.000000
2.505400,60.000001,0.894533,59.992960,60.000000
2.505500,60.000001,0.869093,59.993197,60.000000
2.505600,60.000001,0.861423,59.992449,60.000000
2.505700,60.000001,0.833405,59.992824,60.000000
2.505800,60.000001,0.823976,59.991938,60.000000
2.505900,60.000001,0.793788,59.992326,60.000000
2.506000,60.000001,0.773550,59.992127,60.000000
2.506100,60.000001,0.734380,59.993682,60.000000
2.506200,60.000001,0.712097,59.993920,60.000000
2.506300,60.000001,0.703765,59.991856,60.000000
2.506400,60.000001,0.656496,59.993657,60.000000
2.506500,60.000001,0.623872,59.995074,60.000000
2.506600,60.000001,0.603661,59.994263,60.000000
2.506700,60.000001,0.568223,59.994855,60.000000
2.506800,60.000001,0.536569,59.995349,60.000000
2.506900,60.000001,0.512597,59.993694,60.000000
2.507000,60.000001,0.471714,59.995168,60.000000
2.507100,60.000001,0.438014,59.996300,60.000000
2.507200,60.000001,0.403320,59.997487,60.000000
2.507300,60.000001,0.386068,59.991895,60.000000
2.507400,60.000001,0.340030,59.992276,60.000000
2.507500,60.000001,0.301062,59.994846,60.000000
2.507600,60.000001,0.271734,59.992061,60.000000
2.507700,60.000001,0.234913,59.990164,60.000000
2.507800,60.000001,0.177727,59.999149,60.000000
2.507900,60.000001,0.165619,59.989268,60.000000
2.508000,60.000001,0.123832,59.987361,60.000000
2.508100,60.000001,0.087316,59.984192,60.000000
2.508200,60.000001,0.048996,59.983022,60.000000
2.508300,60.000001,0.016795,59.970990,60.000000
2.508400,60.000001,-0.036216,59.993031,60.000000
2.508500,60.000001,-0.060264,59.984226,60.000000
2.508600,60.000001,-0.101188,59.983957,60.000000
2.508700,60.000001,-0.139626,59.985115,60.000000
2.508800,60.000001,-0.169664,59.980663,60.000000
2.508900,60.000001,-0.225847,59.985399,60.000000
2.509000,60.000001,-0.252253,59.985608,60.000000
2.509100,60.000001,-0.279966,59.985111,60.000000
2.509200,60.000001,-0.323452,59.984968,60.000000
2.509300,60.000001,-0.352803,59.985402,60.000000
2.509400,60.000001,-0.396364,59.984578,60.000000
2.509500,60.000001,-0.431895,59.983970,60.000000
2.509600,60.000001,-0.463663,59.983917,60.000000
2.509700,60.000001,-0.489313,59.984737,60.000000
2.509800,60.000001,-0.536982,59.983530,60.000000
2.509900,60.000001,-0.548460,59.984750,60.000000
2.510000,60.000001,-0.586337,59.984738,60.000000
2.510100,60.000001,-0.616767,59.984693,60.000000
2.510200,60.000001,-0.638856,59.985099,60.000000
2.510300,60.000001,-0.666551,59.985276,60.000000
2.510400,60.000001,-0.712553,59.984414,60.000000
2.510500,60.000001,-0.716855,59.984983,60.000000
2.510600,60.000001,-0.750945,59.984815,60.000000
2.510700,60.000001,-0.772994,59.984831,60.000000
2.510800,60.000001,-0.804243,59.984520,60.000000
2.510900,60.000001,-0.811544,59.984902,60.000000
2.511000,60.000001,-0.831450,59.985072,60.000000
2.511100,60.000001,-0.857466,59.984891,60.000000
2.511200,60.000001,-0.870809,59.984983,60.000000
2.511300,60.000001,-0.890688,59.984915,60.000000
2.511400,60.000001,-0.908017,59.984837,60.000000
2.511500,60.000001,-0.929813,59.984582,60.000000
2.511600,60.000001,-0.934895,59.984738,60.000000
2.511700,60.000001,-0.955621,59.984505,60.000000
2.511800,60.000001,-0.959418,59.984634,60.000000
2.511900,60.000001,-0.969829,59.984629,60.000000
2.512000,60.000001,-0.977107,59.984637,60.000000
2.512100,60.000001,-0.990799,59.984396,60.000000
2.512200,60.000001,-1.000009,59.984181,60.000000
2.512300,60.000001,-0.999270,59.984257,60.000000
2.512400,60.000001,-1.002759,59.984228,60.000000
2.512500,60.000001,-1.007665,59.984063,60.000000
2.512600,60.000001,-1.002804,59.984164,60.000000
2.512700,60.000001,-0.988504,59.984660,60.000000
2.512800,60.000001,-0.992154,59.984517,60.000000
2.512900,60.000001,-0.994353,59.984171,60.000000
2.513000,60.000001,-0.971957,59.984766,60.000000
2.513100,60.000001,-0.977301,59.984363,60.000000
2.513200,60.000001,-0.953208,59.984943,60.000000
2.513300,60.000001,-0.953238,59.984614,60.000000
2.513400,60.000001,-0.937654,59.984695,60.000000
2.513500,60.000001,-0.923824,59.984754,60.000000
2.513600,60.000001,-0.919916,59.984150,60.000000
2.513700,60.000001,-0.898837,59.984271,60.000000
2.513800,60.000001,-0.872757,59.984913,60.000000
2.513900,60.000001,-0.855927,59.985027,60.000000
2.514000,60.000001,-0.832986,59.985328,60.000000
2.514100,60.000001,-0.808537,59.985749,60.000000
2.514200,60.000001,-0.792158,59.985450,60.000000
2.514300,60.000001,-0.769532,59.985302,60.000000
2.514400,60.000001,-0.732757,59.986623,60.000000
2.514500,60.000001,-0.729494,59.984880,60.000000
2.514600,60.000001,-0.703525,59.983895,60.000000
2.514700,60.000001,-0.662660,59.985465,60.000000
2.514800,60.000001,-0.642178,59.985021,60.000000
2.514900,60.000001,-0.619927,59.983628,60.000000
2.515000,60.000001,-0.579436,59.984978,60.000000
2.515100,60.000001,-0.566003,59.981973,60.000000
2.515200,60.000001,-0.518457,59.984210,60.000000
2.515300,60.000001,-0.488650,59.984756,60.000000
2.515400,60.000001,-0.455942,59.985002,60.000000
2.515500,60.000001,-0.421081,59.985613,60.000000
2.515600,60.000001,-0.392067,59.983825,60.000000
2.515700,60.000001,-0.347646,59.987384,60.000000
2.515800,60.000001,-0.306385,59.993626,60.000000
2.515900,60.000001,-0.271799,59.998049,60.000000
2.516000,60.000001,-0.243338,59.996115,60.000000
2.516100,60.000001,-0.218832,59.985379,60.000000
2.516200,60.000001,-0.162641,59.996379,60.000000
2.516300,60.000001,-0.124488,60.009111,60.000000
2.516400,60.000001,-0.104660,59.993458,60.000000
2.516500,60.000001,-0.073975,59.975848,60.000000
2.516600,60.000001,-0.020085,59.984778,60.000000
2.516700,60.000001,0.016095,59.990998,60.000000
2.516800,60.000001,0.053302,59.996176,60.000000
2.516900,60.000001,0.096172,60.009027,60.000000
2.517000,60.000001,0.124841,60.005536,60.000000
2.517100,60.000001,0.157306,60.000057,60.000000
2.517200,60.000001,0.204298,60.003173,60.000000
