t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,0.821335,60.012824,60.000000
2.500100,60.000001,0.863506,60.012440,60.000000
2.500200,60.000001,0.869691,60.012164,60.000000
2.500300,60.000001,0.899783,60.011651,60.000000
2.500400,60.000001,0.914549,60.011120,60.000000
2.500500,60.000001,0.932991,60.010490,60.000000
2.500600,60.000001,0.949151,60.009785,60.000000
2.500700,60.000001,0.958230,60.009128,60.000000
2.500800,60.000001,0.979408,60.008230,60.000000
2.500900,60.000001,0.964825,60.007885,60.000000
2.501000,60.000001,0.971530,60.007540,60.000000
2.501100,60.000001,0.983582,60.007028,60.000000
2.501200,60.000001,0.997447,60.006275,60.000000
2.501300,60.000001,0.989828,60.005827,60.000000
2.501400,60.000001,0.981226,60.005660,60.000000
2.501500,60.000001,0.987294,60.005301,60.000000
2.501600,60.000001,0.987759,60.004885,60.000000
2.501700,60.000001,0.978873,60.004653,60.000000
2.501800,60.000001,0.997460,60.003703,60.000000
2.501900,60.000001,0.977327,60.003257,60.000000
2.502000,60.000001,0.970801,60.002797,60.000000
2.502100,60.000001,0.958757,60.002461,60.000000
2.502200,60.000001,0.954795,60.001916,60.000000
2.502300,60.000001,0.944043,60.001363,60.000000
2.502400,60.000001,0.930595,60.000849,60.000000
2.502500,60.000001,0.897536,60.001061,60.000000
2.502600,60.000001,0.884302,60.001148,60.000000
2.502700,60.000001,0.861967,60.001431,60.000000
2.502800,60.000001,0.834546,60.002063,60.000000
2.502900,60.000001,0.793427,60.003570,60.000000
2.503000,60.000001,0.760633,60.005510,60.000000
2.503100,60.000001,0.738484,60.007347,60.000000
2.503200,60.000001,0.703196,60.009663,60.000000
2.503300,60.000001,0.666623,60.012471,60.000000
2.503400,60.000001,0.673414,60.013577,60.000000
2.503500,60.000001,0.643602,60.014856,60.000000
2.503600,60.000001,0.629113,60.015443,60.000000
2.503700,60.000001,0.595922,60.016339,60.000000
2.503800,60.000001,0.568166,60.017185,60.000000
2.503900,60.000001,0.548358,60.017440,60.000000
2.504000,60.000001,0.530534,60.016904,60.000000
2.504100,60.000001,0.521721,60.014859,60.000000
2.504200,60.000001,0.505744,60.011677,60.000000
2.504300,60.000001,0.500541,60.006379,60.000000
2.504400,60.000001,0.466996,60.001079,60.000000
2.504500,60.000001,0.454017,59.993917,60.000000
2.504600,60.000001,0.424233,59.986240,60.000000
2.504700,60.000001,0.402067,59.977211,60.000000
2.504800,60.000001,0.355085,59.969195,60.000000
2.504900,60.000001,0.319212,59.961000,60.000000
2.505000,60.000001,0.286800,59.952181,60.000000
2.505100,60.000001,0.240811,59.944247,60.000000
2.505200,60.000001,0.194300,59.937281,60.000000
2.505300,60.000001,0.145777,59.931582,60.000000
2.505400,60.000001,0.098937,59.927000,60.000000
2.505500,60.000001,0.041706,59.925029,60.000000
2.505600,60.000001,-0.015285,59.925771,60.000000
2.505700,60.000001,-0.079458,59.930374,60.000000
2.505800,60.000001,-0.118062,59.935079,60.000000
2.505900,60.000001,-0.156098,59.939750,60.000000
2.506000,60.000001,-0.213529,59.947260,60.000000
2.506100,60.000001,-0.269294,59.957116,60.000000
2.506200,60.000001,-0.280079,59.962380,60.000000
2.506300,60.000001,-0.338105,59.970110,60.000000
2.506400,60.000001,-0.344917,59.972936,60.000000
2.506500,60.000001,-0.393835,59.976934,60.000000
2.506600,60.000001,-0.412325,59.978253,60.000000
2.506700,60.000001,-0.440604,59.978538,60.000000
2.506800,60.000001,-0.472956,59.978485,60.000000
2.506900,60.000001,-0.473432,59.975562,60.000000
2.507000,60.000001,-0.500727,59.972842,60.000000
2.507100,60.000001,-0.508174,59.969262,60.000000
2.507200,60.000001,-0.519539,59.965684,60.000000
2.507300,60.000001,-0.556578,59.963471,60.000000
2.507400,60.000001,-0.574746,59.961699,60.000000
2.507500,60.000001,-0.605869,59.960688,60.000000
2.507600,60.000001,-0.616231,59.959972,60.000000
2.507700,60.000001,-0.644113,59.959748,60.000000
2.507800,60.000001,-0.665189,59.959847,60.000000
2.507900,60.000001,-0.716036,59.959956,60.000000
2.508000,60.000001,-0.706071,59.960499,60.000000
2.508100,60.000001,-0.767517,59.960475,60.000000
2.508200,60.000001,-0.787697,59.960441,60.000000
2.508300,60.000001,-0.834716,59.959775,60.000000
2.508400,60.000001,-0.840888,59.959422,60.000000
2.508500,60.000001,-0.888831,59.958261,60.000000
2.508600,60.000001,-0.889658,59.957606,60.000000
2.508700,60.000001,-0.910960,59.956802,60.000000
2.508800,60.000001,-0.952229,59.955221,60.000000
2.508900,60.000001,-0.948681,59.954298,60.000000
2.509000,60.000001,-0.976796,59.952913,60.000000
2.509100,60.000001,-0.979564,59.951906,60.000000
2.509200,60.000001,-0.989945,59.950935,60.000000
2.509300,60.000001,-1.008026,59.949689,60.000000
2.509400,60.000001,-0.980062,59.949756,60.000000
2.509500,60.000001,-1.001281,59.949197,60.000000
2.509600,60.000001,-1.004347,59.948686,60.000000
2.509700,60.000001,-1.014361,59.947908,60.000000
2.509800,60.000001,-1.013044,59.947266,60.000000
2.509900,60.000001,-1.023783,59.946224,60.000000
2.510000,60.000001,-1.023698,59.945193,60.000000
2.510100,60.000001,-1.006889,59.944776,60.000000
2.510200,60.000001,-1.006823,59.944168,60.000000
2.510300,60.000001,-0.988890,59.944073,60.000000
2.510400,60.000001,-0.991516,59.943502,60.000000
2.510500,60.000001,-0.976724,59.943197,60.000000
2.510600,60.000001,-0.957764,59.943258,60.000000
