t,real_f,real_v,RA_EKF,IpDFT
2.500000,67.500000,-0.707736,67.500423,60.000000
2.500100,67.500500,-0.736078,67.500931,60.000000
2.500200,67.501000,-0.762174,67.501463,60.000000
2.500300,67.501500,-0.794425,67.501627,60.000000
2.500400,67.502000,-0.821168,67.501862,60.000000
2.500500,67.502500,-0.839814,67.502404,60.000000
2.500600,67.503000,-0.869215,67.502558,60.000000
2.500700,67.503500,-0.891946,67.502786,60.000000
2.500800,67.504000,-0.900344,67.503518,60.000000
2.500900,67.504500,-0.933874,67.503420,60.000000
2.501000,67.505000,-0.937448,67.504084,60.000000
2.501100,67.505500,-0.952419,67.504549,60.000000
2.501200,67.506000,-0.965295,67.504950,60.000000
2.501300,67.506500,-0.962537,67.505837,60.000000
2.501400,67.507000,-0.982894,67.505972,60.000000
2.501500,67.507500,-1.001487,67.505857,60.000000
2.501600,67.508000,-1.000786,67.506299,60.000000
2.501700,67.508500,-0.994268,67.507094,60.000000
2.501800,67.509000,-1.006163,67.507230,60.000000
2.501900,67.509500,-0.999434,67.507802,60.000000
2.502000,67.510000,-0.998736,67.508209,60.000000
2.502100,67.510500,-0.991884,67.508746,60.000000
2.502200,67.511000,-0.983743,67.509310,60.000000
2.502300,67.511500,-0.968377,67.510145,60.000000
2.502400,67.512000,-0.965548,67.510402,60.000000
2.502500,67.512500,-0.971478,67.509887,60.000000
2.502600,67.513000,-0.952579,67.510293,60.000000
2.502700,67.513500,-0.937865,67.510717,60.000000
2.502800,67.514000,-0.925475,67.510901,60.000000
2.502900,67.514500,-0.901683,67.511622,60.000000
2.503000,67.515000,-0.886930,67.511829,60.000000
2.503100,67.515500,-0.870582,67.511796,60.000000
2.503200,67.516000,-0.843777,67.512372,60.000000
2.503300,67.516500,-0.821863,67.512651,60.000000
2.503400,67.517000,-0.791922,67.513433,60.000000
2.503500,67.517500,-0.752206,67.515365,60.000000
2.503600,67.518000,-0.742548,67.514429,60.000000
2.503700,67.518500,-0.728478,67.512576,60.000000
2.503800,67.519000,-0.683298,67.513326,60.000000
2.503900,67.519500,-0.637346,67.516116,60.000000
2.504000,67.520000,-0.596740,67.518962,60.000000
2.504100,67.520500,-0.572243,67.519017,60.000000
2.504200,67.521000,-0.549320,67.516559,60.000000
2.504300,67.521500,-0.502754,67.517698,60.000000
2.504400,67.522000,-0.465608,67.518575,60.000000
2.504500,67.522500,-0.428323,67.519070,60.000000
2.504600,67.523000,-0.395313,67.517211,60.000000
2.504700,67.523500,-0.353992,67.516639,60.000000
2.504800,67.524000,-0.310793,67.517905,60.000000
2.504900,67.524500,-0.276823,67.514284,60.000000
2.505000,67.525000,-0.243096,67.504455,60.000000
2.505100,67.525500,-0.178706,67.517624,60.000000
2.505200,67.526000,-0.164935,67.506486,60.000000
2.505300,67.526500,-0.095416,67.521284,60.000000
2.505400,67.527000,-0.066362,67.513629,60.000000
2.505500,67.527500,-0.024127,67.505280,60.000000
2.505600,67.528000,0.010202,67.483277,60.000000
2.505700,67.528500,0.067204,67.489763,60.000000
2.505800,67.529000,0.121347,67.507797,60.000000
2.505900,67.529500,0.143940,67.499030,60.000000
2.506000,67.530000,0.191296,67.498705,60.000000
2.506100,67.530500,0.221746,67.493924,60.000000
2.506200,67.531000,0.274482,67.495176,60.000000
2.506300,67.531500,0.302850,67.494947,60.000000
2.506400,67.532000,0.363142,67.494791,60.000000
2.506500,67.532500,0.401578,67.494541,60.000000
2.506600,67.533000,0.423986,67.496133,60.000000
2.506700,67.533500,0.466924,67.496733,60.000000
2.506800,67.534000,0.506499,67.496928,60.000000
2.506900,67.534500,0.547606,67.496679,60.000000
2.507000,67.535000,0.580154,67.497035,60.000000
2.507100,67.535500,0.624541,67.496553,60.000000
2.507200,67.536000,0.640928,67.497797,60.000000
2.507300,67.536500,0.672895,67.498587,60.000000
2.507400,67.537000,0.697421,67.499535,60.000000
2.507500,67.537500,0.746503,67.498982,60.000000
2.507600,67.538000,0.760710,67.499698,60.000000
2.507700,67.538500,0.801916,67.499546,60.000000
2.507800,67.539000,0.803639,67.500709,60.000000
2.507900,67.539500,0.852990,67.500311,60.000000
2.508000,67.540000,0.865897,67.500781,60.000000
2.508100,67.540500,0.888433,67.501142,60.000000
2.508200,67.541000,0.910977,67.501402,60.000000
2.508300,67.541500,0.929712,67.501707,60.000000
2.508400,67.542000,0.942609,67.502174,60.000000
2.508500,67.542500,0.939862,67.503195,60.000000
2.508600,67.543000,0.967058,67.503284,60.000000
2.508700,67.543500,0.977680,67.503575,60.000000
2.508800,67.544000,0.998113,67.503535,60.000000
2.508900,67.544500,0.993716,67.504177,60.000000
2.509000,67.545000,0.982703,67.505255,60.000000
2.509100,67.545500,0.995612,67.505553,60.000000
2.509200,67.546000,1.017085,67.505182,60.000000
2.509300,67.546500,1.006529,67.505698,60.000000
2.509400,67.547000,1.001575,67.506262,60.000000
2.509500,67.547500,0.983784,67.507295,60.000000
2.509600,67.548000,0.989160,67.507484,60.000000
2.509700,67.548500,0.990052,67.507447,60.000000
2.509800,67.549000,0.969920,67.508193,60.000000
2.509900,67.549500,0.959963,67.508688,60.000000
2.510000,67.550000,0.952183,67.508891,60.000000
2.510100,67.550500,0.947807,67.508678,60.000000
2.510200,67.551000,0.923664,67.509308,60.000000
2.510300,67.551500,0.902513,67.510021,60.000000
2.510400,67.552000,0.884325,67.510489,60.000000
2.510500,67.552500,0.866339,67.510727,60.000000
2.510600,67.553000,0.829664,67.512163,60.000000
2.510700,67.553500,0.825191,67.511506,60.000000
2.510800,67.554000,0.787497,67.512516,60.000000
2.510900,67.554500,0.779110,67.511444,60.000000
2.511000,67.555000,0.745186,67.511706,60.000000
2.511100,67.555500,0.705639,67.513249,60.000000
2.511200,67.556000,0.675048,67.514216,60.000000
2.511300,67.556500,0.648599,67.514170,60.000000
2.511400,67.557000,0.612744,67.514771,60.000000
2.511500,67.557500,0.571950,67.516530,60.000000
2.511600,67.558000,0.556613,67.513746,60.000000
2.511700,67.558500,0.505380,67.515637,60.000000
2.511800,67.559000,0.479605,67.513912,60.000000
2.511900,67.559500,0.424564,67.518274,60.000000
2.512000,67.560000,0.381231,67.523244,60.000000
2.512100,67.560500,0.354058,67.522293,60.000000
2.512200,67.561000,0.315367,67.521042,60.000000
2.512300,67.561500,0.279017,67.517539,60.000000
2.512400,67.562000,0.237480,67.514736,60.000000
2.512500,67.562500,0.198244,67.510008,60.000000
2.512600,67.563000,0.151693,67.510299,60.000000
2.512700,67.563500,0.102648,67.519405,60.000000
2.512800,67.564000,0.056547,67.534182,60.000000
2.512900,67.564500,0.021196,67.536726,60.000000
2.513000,67.565000,-0.028915,67.551840,60.000000
2.513100,67.565500,-0.066842,67.556038,60.000000
2.513200,67.566000,-0.094789,67.538785,60.000000
2.513300,67.566500,-0.142482,67.535053,60.000000
2.513400,67.567000,-0.189477,67.537289,60.000000
