t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,-0.004193,59.995258,60.000000
2.500100,60.000001,0.036309,59.995120,60.000000
2.500200,60.000001,0.080700,59.995191,60.000000
2.500300,60.000001,0.103952,59.994801,60.000000
2.500400,60.000001,0.150617,59.994714,60.000000
2.500500,60.000001,0.188392,59.994649,60.000000
2.500600,60.000001,0.221812,59.994466,60.000000
2.500700,60.000001,0.253380,59.994112,60.000000
2.500800,60.000001,0.299459,59.994109,60.000000
2.500900,60.000001,0.324517,59.993739,60.000000
2.501000,60.000001,0.359678,59.993381,60.000000
2.501100,60.000001,0.410744,59.993585,60.000000
2.501200,60.000001,0.440070,59.993622,60.000000
2.501300,60.000001,0.474691,59.993692,60.000000
2.501400,60.000001,0.512052,59.993891,60.000000
2.501500,60.000001,0.550730,59.994254,60.000000
2.501600,60.000001,0.554302,59.993849,60.000000
2.501700,60.000001,0.599338,59.993845,60.000000
2.501800,60.000001,0.632697,59.993923,60.000000
2.501900,60.000001,0.643136,59.993621,60.000000
2.502000,60.000001,0.688445,59.993681,60.000000
2.502100,60.000001,0.709727,59.993642,60.000000
2.502200,60.000001,0.744892,59.993737,60.000000
2.502300,60.000001,0.767947,59.993791,60.000000
2.502400,60.000001,0.787352,59.993791,60.000000
2.502500,60.000001,0.798780,59.993708,60.000000
2.502600,60.000001,0.826513,59.993686,60.000000
2.502700,60.000001,0.864433,59.993733,60.000000
2.502800,60.000001,0.875593,59.993741,60.000000
2.502900,60.000001,0.882497,59.993738,60.000000
2.503000,60.000001,0.906061,59.993735,60.000000
2.503100,60.000001,0.918844,59.993738,60.000000
2.503200,60.000001,0.939701,59.993711,60.000000
2.503300,60.000001,0.957145,59.993652,60.000000
2.503400,60.000001,0.961970,59.993632,60.000000
2.503500,60.000001,0.964655,59.993671,60.000000
2.503600,60.000001,0.967143,59.993768,60.000000
2.503700,60.000001,0.982258,59.993785,60.000000
2.503800,60.000001,0.998660,59.993681,60.000000
2.503900,60.000001,1.004014,59.993565,60.000000
2.504000,60.000001,0.991117,59.993662,60.000000
2.504100,60.000001,1.005425,59.993576,60.000000
