t,real_f,real_v,RA_EKF,IpDFT
2.500000,59.250000,0.383532,59.258188,60.000000
2.500100,59.249950,0.358547,59.252652,60.000000
2.500200,59.249900,0.301373,59.260278,60.000000
2.500300,59.249850,0.272437,59.262487,60.000000
2.500400,59.249800,0.233370,59.266794,60.000000
2.500500,59.249750,0.206135,59.262054,60.000000
2.500600,59.249700,0.173901,59.252346,60.000000
2.500700,59.249650,0.125150,59.258741,60.000000
2.500800,59.249600,0.085287,59.269325,60.000000
2.500900,59.249550,0.061145,59.256023,60.000000
2.501000,59.249500,0.013150,59.264104,60.000000
2.501100,59.249450,-0.022060,59.266779,60.000000
2.501200,59.249400,-0.066304,59.280730,60.000000
2.501300,59.249350,-0.101804,59.286518,60.000000
2.501400,59.249300,-0.126986,59.275645,60.000000
2.501500,59.249250,-0.171953,59.276375,60.000000
2.501600,59.249200,-0.217467,59.280732,60.000000
2.501700,59.249150,-0.236087,59.277585,60.000000
2.501800,59.249100,-0.277317,59.277332,60.000000
2.501900,59.249050,-0.320673,59.277140,60.000000
2.502000,59.249000,-0.355213,59.276888,60.000000
2.502100,59.248950,-0.374821,59.278429,60.000000
2.502200,59.248900,-0.422784,59.277618,60.000000
2.502300,59.248850,-0.449996,59.277970,60.000000
2.502400,59.248800,-0.470420,59.279587,60.000000
2.502500,59.248750,-0.516624,59.278801,60.000000
2.502600,59.248700,-0.544272,59.278780,60.000000
2.502700,59.248650,-0.565974,59.279453,60.000000
2.502800,59.248600,-0.609877,59.278681,60.000000
2.502900,59.248550,-0.651798,59.277700,60.000000
2.503000,59.248500,-0.676033,59.277450,60.000000
2.503100,59.248450,-0.705980,59.277225,60.000000
2.503200,59.248400,-0.726909,59.277365,60.000000
2.503300,59.248350,-0.739072,59.277988,60.000000
2.503400,59.248300,-0.767622,59.278046,60.000000
2.503500,59.248250,-0.786258,59.278234,60.000000
2.503600,59.248200,-0.809507,59.278239,60.000000
2.503700,59.248150,-0.829305,59.278262,60.000000
2.503800,59.248100,-0.860278,59.277870,60.000000
2.503900,59.248050,-0.886042,59.277512,60.000000
2.504000,59.248000,-0.894880,59.277624,60.000000
2.504100,59.247950,-0.920787,59.277351,60.000000
2.504200,59.247900,-0.915505,59.277847,60.000000
2.504300,59.247850,-0.949952,59.277337,60.000000
2.504400,59.247800,-0.958793,59.277269,60.000000
2.504500,59.247750,-0.967075,59.277313,60.000000
2.504600,59.247700,-0.978133,59.277272,60.000000
2.504700,59.247650,-0.985974,59.277259,60.000000
2.504800,59.247600,-0.992429,59.277257,60.000000
2.504900,59.247550,-1.004936,59.277019,60.000000
2.505000,59.247500,-0.986854,59.277637,60.000000
2.505100,59.247450,-1.015293,59.276977,60.000000
2.505200,59.247400,-0.994938,59.277476,60.000000
2.505300,59.247350,-1.006547,59.277236,60.000000
2.505400,59.247300,-1.006184,59.277103,60.000000
