t,f
0,0
6.66666666666667e-06,0
1.33333333333333e-05,0
2e-05,0
2.66666666666667e-05,0
3.33333333333333e-05,0
4e-05,0
4.66666666666667e-05,0
5.33333333333333e-05,0
6e-05,0
6.66666666666667e-05,0
7.33333333333333e-05,0
8e-05,0
8.66666666666667e-05,0
9.33333333333333e-05,0
0.0001,0
0.000106666666666667,0
0.000113333333333333,0
0.00012,0
0.000126666666666667,0
0.000133333333333333,0
0.00014,0
0.000146666666666667,0
0.000153333333333333,0
0.00016,0
0.000166666666666667,0
0.000173333333333333,0
0.00018,0
0.000186666666666667,0
0.000193333333333333,0
0.0002,0
0.000206666666666667,0
0.000213333333333333,0
0.00022,0
0.000226666666666667,0
0.000233333333333333,0
0.00024,0
0.000246666666666667,0
0.000253333333333333,0
0.00026,0
0.000266666666666667,0
0.000273333333333333,0
0.00028,0
0.000286666666666667,0
0.000293333333333333,0
0.0003,0
0.000306666666666667,0
0.000313333333333333,0
0.00032,0
0.000326666666666667,0
0.000333333333333333,0
0.00034,0
0.000346666666666667,0
0.000353333333333333,0
0.00036,0
0.000366666666666667,0
0.000373333333333333,0
0.00038,0
0.000386666666666667,0
0.000393333333333333,0
0.0004,0
0.000406666666666667,0
0.000413333333333333,0
0.00042,0
0.000426666666666667,0
0.000433333333333333,0
0.00044,0
0.000446666666666667,0
0.000453333333333333,0
0.00046,0
0.000466666666666667,0
0.000473333333333333,0
0.00048,0
0.000486666666666667,0
0.000493333333333333,0
0.0005,0
0.000506666666666667,0
0.000513333333333333,0
0.00052,0
0.000526666666666667,0
0.000533333333333333,0
0.00054,0
0.000546666666666667,0
0.000553333333333333,0
0.00056,0
0.000566666666666667,0
0.000573333333333333,0
0.00058,0
0.000586666666666667,0
0.000593333333333333,0
0.0006,0
0.000606666666666667,0
0.000613333333333333,0
0.00062,0
0.000626666666666667,0
0.000633333333333333,0
0.00064,0
0.000646666666666667,0
0.000653333333333333,0
0.00066,0
0.000666666666666667,0
0.000673333333333333,0
0.00068,0
0.000686666666666667,0
0.000693333333333333,0
0.0007,0
0.000706666666666667,0
0.000713333333333333,0
0.00072,0
0.000726666666666667,0
0.000733333333333333,0
0.00074,0
0.000746666666666667,0
0.000753333333333333,0
0.00076,0
0.000766666666666667,0
0.000773333333333333,0
0.00078,0
0.000786666666666667,0
0.000793333333333333,0
0.0008,0
0.000806666666666667,0
0.000813333333333333,0
0.00082,0
0.000826666666666667,0
0.000833333333333333,0
0.00084,0
0.000846666666666667,0
0.000853333333333333,0
0.00086,0
0.000866666666666667,0
0.000873333333333333,0
0.00088,0
0.000886666666666667,0
