t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,0.012292,60.024180,60.000000
2.500100,60.000001,-0.089260,60.013102,60.000000
2.500200,60.000001,-0.015227,60.001476,60.000000
2.500300,60.000001,0.112746,60.002727,60.000000
2.500400,60.000001,0.175757,60.007705,60.000000
2.500500,60.000001,0.256120,60.018680,60.000000
2.500600,60.000001,0.282918,60.027751,60.000000
2.500700,60.000001,0.389753,60.038419,60.000000
2.500800,60.000001,0.306950,60.039727,60.000000
2.500900,60.000001,0.228902,60.027218,60.000000
2.501000,60.000001,0.381982,60.029628,60.000000
2.501100,60.000001,0.384216,60.028460,60.000000
2.501200,60.000001,0.488311,60.033886,60.000000
2.501300,60.000001,0.544812,60.040150,60.000000
2.501400,60.000001,0.527950,60.041546,60.000000
2.501500,60.000001,0.538908,60.041302,60.000000
2.501600,60.000001,0.592997,60.042270,60.000000
2.501700,60.000001,0.758476,60.045507,60.000000
2.501800,60.000001,0.640926,60.045300,60.000000
2.501900,60.000001,0.700029,60.045955,60.000000
2.502000,60.000001,0.660011,60.045039,60.000000
2.502100,60.000001,0.650141,60.044122,60.000000
2.502200,60.000001,0.756379,60.044184,60.000000
2.502300,60.000001,0.858853,60.044133,60.000000
2.502400,60.000001,0.764729,60.044335,60.000000
2.502500,60.000001,0.740193,60.045134,60.000000
2.502600,60.000001,0.758077,60.046210,60.000000
2.502700,60.000001,0.975207,60.044661,60.000000
2.502800,60.000001,0.786004,60.046426,60.000000
2.502900,60.000001,1.013891,60.044439,60.000000
2.503000,60.000001,0.885711,60.045034,60.000000
2.503100,60.000001,0.820560,60.047608,60.000000
2.503200,60.000001,0.938620,60.047190,60.000000
2.503300,60.000001,0.999223,60.045491,60.000000
2.503400,60.000001,0.875485,60.047779,60.000000
2.503500,60.000001,0.957910,60.047725,60.000000
2.503600,60.000001,1.056790,60.045000,60.000000
2.503700,60.000001,0.995340,60.044677,60.000000
2.503800,60.000001,0.934115,60.046416,60.000000
2.503900,60.000001,1.041339,60.044783,60.000000
2.504000,60.000001,1.058944,60.042899,60.000000
2.504100,60.000001,1.170214,60.040560,60.000000
2.504200,60.000001,1.061580,60.039143,60.000000
2.504300,60.000001,0.978454,60.040601,60.000000
2.504400,60.000001,0.934536,60.043244,60.000000
2.504500,60.000001,0.994667,60.043404,60.000000
2.504600,60.000001,1.018342,60.042558,60.000000
2.504700,60.000001,1.027435,60.041254,60.000000
2.504800,60.000001,0.875256,60.044846,60.000000
2.504900,60.000001,0.977546,60.044347,60.000000
2.505000,60.000001,0.892471,60.046563,60.000000
2.505100,60.000001,0.875259,60.048706,60.000000
2.505200,60.000001,0.913500,60.048704,60.000000
2.505300,60.000001,0.754192,60.051746,60.000000
2.505400,60.000001,0.807624,60.054308,60.000000
2.505500,60.000001,0.884508,60.052890,60.000000
2.505600,60.000001,0.872070,60.051338,60.000000
2.505700,60.000001,0.834345,60.050663,60.000000
2.505800,60.000001,0.973668,60.047788,60.000000
2.505900,60.000001,0.715425,60.050950,60.000000
2.506000,60.000001,0.891508,60.047038,60.000000
2.506100,60.000001,0.796258,60.044108,60.000000
2.506200,60.000001,0.780733,60.040818,60.000000
2.506300,60.000001,0.842153,60.036575,60.000000
2.506400,60.000001,0.768920,60.031203,60.000000
2.506500,60.000001,0.641198,60.031854,60.000000
2.506600,60.000001,0.662174,60.029340,60.000000
2.506700,60.000001,0.584763,60.029860,60.000000
2.506800,60.000001,0.643937,60.024213,60.000000
2.506900,60.000001,0.527824,60.024536,60.000000
2.507000,60.000001,0.430435,60.029602,60.000000
2.507100,60.000001,0.350996,60.037289,60.000000
2.507200,60.000001,0.334563,60.044165,60.000000
2.507300,60.000001,0.483540,60.035657,60.000000
2.507400,60.000001,0.364757,60.034330,60.000000
2.507500,60.000001,0.283138,60.037181,60.000000
2.507600,60.000001,0.290690,60.035711,60.000000
2.507700,60.000001,0.199788,60.039826,60.000000
2.507800,60.000001,0.081799,60.049578,60.000000
2.507900,60.000001,0.312060,60.041549,60.000000
2.508000,60.000001,0.135881,60.040135,60.000000
2.508100,60.000001,0.000676,60.050750,60.000000
2.508200,60.000001,0.068050,60.047879,60.000000
2.508300,60.000001,-0.008072,60.050024,60.000000
2.508400,60.000001,-0.089815,60.058220,60.000000
2.508500,60.000001,-0.041695,60.054064,60.000000
2.508600,60.000001,-0.093945,60.051988,60.000000
2.508700,60.000001,-0.224825,60.063468,60.000000
2.508800,60.000001,-0.170034,60.060996,60.000000
2.508900,60.000001,-0.143871,60.049607,60.000000
2.509000,60.000001,-0.311336,60.056921,60.000000
2.509100,60.000001,-0.199898,60.044288,60.000000
2.509200,60.000001,-0.332624,60.044956,60.000000
2.509300,60.000001,-0.353188,60.043857,60.000000
2.509400,60.000001,-0.445883,60.048799,60.000000
2.509500,60.000001,-0.444385,60.049537,60.000000
2.509600,60.000001,-0.535344,60.054791,60.000000
2.509700,60.000001,-0.512634,60.054856,60.000000
2.509800,60.000001,-0.580800,60.057060,60.000000
2.509900,60.000001,-0.563609,60.056130,60.000000
2.510000,60.000001,-0.591909,60.055327,60.000000
2.510100,60.000001,-0.545693,60.052297,60.000000
2.510200,60.000001,-0.584771,60.050693,60.000000
2.510300,60.000001,-0.655207,60.050411,60.000000
2.510400,60.000001,-0.735154,60.050658,60.000000
2.510500,60.000001,-0.672400,60.050583,60.000000
2.510600,60.000001,-0.830962,60.050225,60.000000
2.510700,60.000001,-0.795608,60.050142,60.000000
2.510800,60.000001,-0.821480,60.049995,60.000000
2.510900,60.000001,-0.677257,60.051135,60.000000
2.511000,60.000001,-0.752739,60.052905,60.000000
2.511100,60.000001,-0.678469,60.054493,60.000000
2.511200,60.000001,-0.899108,60.053439,60.000000
2.511300,60.000001,-0.939084,60.051894,60.000000
2.511400,60.000001,-0.984387,60.049746,60.000000
2.511500,60.000001,-0.907933,60.050318,60.000000
2.511600,60.000001,-0.919169,60.050881,60.000000
2.511700,60.000001,-0.918334,60.051744,60.000000
2.511800,60.000001,-1.062697,60.048705,60.000000
2.511900,60.000001,-1.025661,60.047269,60.000000
2.512000,60.000001,-1.054697,60.045370,60.000000
2.512100,60.000001,-1.035071,60.044503,60.000000
2.512200,60.000001,-1.088590,60.042235,60.000000
2.512300,60.000001,-1.022213,60.042440,60.000000
2.512400,60.000001,-1.044222,60.041984,60.000000
2.512500,60.000001,-1.054953,60.041250,60.000000
2.512600,60.000001,-1.166206,60.038423,60.000000
2.512700,60.000001,-0.945048,60.041818,60.000000
2.512800,60.000001,-1.049255,60.041036,60.000000
2.512900,60.000001,-1.020515,60.041163,60.000000
2.513000,60.000001,-0.935842,60.044042,60.000000
2.513100,60.000001,-1.013376,60.043501,60.000000
2.513200,60.000001,-0.988393,60.043579,60.000000
2.513300,60.000001,-0.869978,60.047238,60.000000
2.513400,60.000001,-1.025853,60.044573,60.000000
2.513500,60.000001,-0.952452,60.044470,60.000000
2.513600,60.000001,-0.905319,60.045648,60.000000
2.513700,60.000001,-1.039082,60.042142,60.000000
2.513800,60.000001,-0.809751,60.046313,60.000000
2.513900,60.000001,-0.884137,60.046020,60.000000
2.514000,60.000001,-0.730310,60.049788,60.000000
2.514100,60.000001,-0.783645,60.051761,60.000000
2.514200,60.000001,-0.788827,60.052301,60.000000
2.514300,60.000001,-0.769633,60.052605,60.000000
2.514400,60.000001,-0.717353,60.054276,60.000000
2.514500,60.000001,-0.794063,60.050570,60.000000
2.514600,60.000001,-0.779082,60.046385,60.000000
2.514700,60.000001,-0.495002,60.049688,60.000000
2.514800,60.000001,-0.749720,60.043668,60.000000
2.514900,60.000001,-0.819023,60.040118,60.000000
2.515000,60.000001,-0.648064,60.036961,60.000000
2.515100,60.000001,-0.656929,60.031132,60.000000
2.515200,60.000001,-0.505853,60.033723,60.000000
2.515300,60.000001,-0.513210,60.033247,60.000000
2.515400,60.000001,-0.609779,60.027039,60.000000
2.515500,60.000001,-0.504374,60.021908,60.000000
2.515600,60.000001,-0.524368,60.013794,60.000000
2.515700,60.000001,-0.322923,60.018524,60.000000
2.515800,60.000001,-0.358050,60.016447,60.000000
2.515900,60.000001,-0.337418,60.012607,60.000000
2.516000,60.000001,-0.142725,60.022097,60.000000
2.516100,60.000001,-0.206164,60.023657,60.000000
2.516200,60.000001,-0.147313,60.027552,60.000000
2.516300,60.000001,-0.136583,60.028105,60.000000
2.516400,60.000001,-0.260805,60.019663,60.000000
2.516500,60.000001,-0.110308,60.013662,60.000000
2.516600,60.000001,-0.029044,60.013154,60.000000
2.516700,60.000001,-0.037342,60.006011,60.000000
2.516800,60.000001,0.077754,60.009589,60.000000
2.516900,60.000001,0.105246,60.011410,60.000000
2.517000,60.000001,0.086690,60.004728,60.000000
2.517100,60.000001,0.293956,60.017172,60.000000
