t,real_f,real_v,RA_EKF,IpDFT
2.500000,55.000000,-0.009170,55.024481,60.000000
2.500100,55.000000,-0.036330,55.018422,60.000000
2.500200,55.000000,-0.068977,55.011443,60.000000
2.500300,55.000000,-0.110506,55.017365,60.000000
2.500400,55.000000,-0.149400,55.025095,60.000000
2.500500,55.000000,-0.179159,55.025603,60.000000
2.500600,55.000000,-0.200772,55.021075,60.000000
2.500700,55.000000,-0.230684,55.019305,60.000000
2.500800,55.000000,-0.277972,55.019320,60.000000
2.500900,55.000000,-0.304512,55.019365,60.000000
2.501000,55.000000,-0.350655,55.017877,60.000000
2.501100,55.000000,-0.378640,55.017426,60.000000
2.501200,55.000000,-0.402829,55.018068,60.000000
2.501300,55.000000,-0.436819,55.018081,60.000000
2.501400,55.000000,-0.457556,55.019184,60.000000
2.501500,55.000000,-0.515217,55.017780,60.000000
2.501600,55.000000,-0.521555,55.018392,60.000000
2.501700,55.000000,-0.559020,55.017918,60.000000
2.501800,55.000000,-0.585052,55.017856,60.000000
2.501900,55.000000,-0.607951,55.018083,60.000000
2.502000,55.000000,-0.633149,55.018241,60.000000
2.502100,55.000000,-0.662455,55.018107,60.000000
2.502200,55.000000,-0.692207,55.017826,60.000000
2.502300,55.000000,-0.710670,55.017933,60.000000
2.502400,55.000000,-0.734848,55.017926,60.000000
2.502500,55.000000,-0.755007,55.017989,60.000000
2.502600,55.000000,-0.774048,55.018081,60.000000
2.502700,55.000000,-0.806713,55.017670,60.000000
2.502800,55.000000,-0.832834,55.017335,60.000000
2.502900,55.000000,-0.841772,55.017476,60.000000
2.503000,55.000000,-0.861400,55.017454,60.000000
2.503100,55.000000,-0.872258,55.017603,60.000000
2.503200,55.000000,-0.887069,55.017656,60.000000
2.503300,55.000000,-0.890703,55.017977,60.000000
2.503400,55.000000,-0.922817,55.017477,60.000000
2.503500,55.000000,-0.938379,55.017235,60.000000
2.503600,55.000000,-0.952118,55.017070,60.000000
2.503700,55.000000,-0.961234,55.017025,60.000000
2.503800,55.000000,-0.970910,55.016972,60.000000
2.503900,55.000000,-0.962508,55.017409,60.000000
2.504000,55.000000,-0.972878,55.017411,60.000000
2.504100,55.000000,-0.985242,55.017180,60.000000
2.504200,55.000000,-0.993565,55.016968,60.000000
2.504300,55.000000,-0.985708,55.017223,60.000000
2.504400,55.000000,-0.990331,55.017194,60.000000
2.504500,55.000000,-0.996268,55.016993,60.000000
2.504600,55.000000,-0.990909,55.017080,60.000000
2.504700,55.000000,-0.993396,55.016941,60.000000
2.504800,55.000000,-0.979573,55.017282,60.000000
2.504900,55.000000,-0.987857,55.016908,60.000000
2.505000,55.000000,-0.988329,55.016548,60.000000
2.505100,55.000000,-0.981933,55.016417,60.000000
2.505200,55.000000,-0.974194,55.016367,60.000000
2.505300,55.000000,-0.967044,55.016262,60.000000
2.505400,55.000000,-0.950628,55.016526,60.000000
2.505500,55.000000,-0.936069,55.016766,60.000000
2.505600,55.000000,-0.927812,55.016633,60.000000
2.505700,55.000000,-0.908853,55.016897,60.000000
2.505800,55.000000,-0.915093,55.015816,60.000000
2.505900,55.000000,-0.888840,55.016097,60.000000
2.506000,55.000000,-0.873404,55.016105,60.000000
2.506100,55.000000,-0.861004,55.015732,60.000000
2.506200,55.000000,-0.839138,55.015838,60.000000
2.506300,55.000000,-0.832685,55.014785,60.000000
2.506400,55.000000,-0.795531,55.015909,60.000000
2.506500,55.000000,-0.774525,55.016250,60.000000
2.506600,55.000000,-0.749632,55.016637,60.000000
