t,f_hat
0.0,59.999995989980356
0.0001,60.0000043678154
0.0002,60.00004802065222
0.00030000000000000003,60.0001201958437
0.0004,60.000221568462756
0.0005,60.00035396667242
0.0006000000000000001,60.000531119469606
0.0007000000000000001,60.000654706685545
0.0008,60.000690501406794
0.0009000000000000001,60.00071892464354
0.001,60.00068485190995
0.0011,60.0006738082106
0.0012000000000000001,60.000589620025245
0.0013000000000000002,60.00051191552216
0.0014000000000000002,60.000473624831194
0.0015,60.000466539584515
0.0016,60.000500375105716
0.0017000000000000001,60.000551356153494
0.0018000000000000002,60.00063113253851
0.0019000000000000002,60.00072707917482
0.002,60.0008247556574
0.0021000000000000003,60.00090836753257
0.0022,60.00095928344549
0.0023000000000000004,60.00092926881153
0.0024000000000000002,60.00092306650457
0.0025,60.00081790504197
0.0026000000000000003,60.00074899550395
0.0027,60.00061619126587
0.0028000000000000004,60.0004245263842
0.0029000000000000002,60.00022425142613
0.003,59.9999351830584
0.0031000000000000003,59.99969200946474
0.0032,59.999367782075595
0.0033000000000000004,59.99911012526356
0.0034000000000000002,59.998807732692
0.0035,59.99840343705447
0.0036000000000000003,59.99807465983914
0.0037,59.99773205470684
0.0038000000000000004,59.99745935237652
0.0039000000000000003,59.99707292268973
0.004,59.996629622738745
0.0041,59.99635698561046
0.004200000000000001,59.99599750779267
0.0043,59.99563039463247
0.0044,59.99528867332726
0.0045000000000000005,59.99491364342095
0.004600000000000001,59.99458854304873
0.0047,59.9940066751956
0.0048000000000000004,59.993560168111706
0.004900000000000001,59.99314231106941
0.005,59.992867717351665
0.0051,59.99261140023659
0.005200000000000001,59.992384705459045
0.0053,59.99233585314769
0.0054,59.992900174973535
0.0055000000000000005,59.99332329624368
0.005600000000000001,59.99375333555114
0.0057,59.99467269744875
0.0058000000000000005,59.995185987569926
0.005900000000000001,59.996627739549325
0.006,59.997946790251596
0.0061,59.999245956845044
0.006200000000000001,60.00061210226296
0.006300000000000001,60.00193080099897
0.0064,60.00332923866014
0.006500000000000001,60.003964790366915
0.006600000000000001,60.004578175145454
0.0067,60.00421879216892
0.0068000000000000005,60.00335595843143
0.006900000000000001,60.001665763965846
0.007,59.99897705337027
0.0071,59.99580501146448
0.007200000000000001,59.99188941332584
0.007300000000000001,59.98749638275066
0.0074,59.98178333578838
0.007500000000000001,59.97641521107835
0.007600000000000001,59.97064304804449
0.0077,59.965560999693345
0.0078000000000000005,59.96063720601702
0.0079,59.9565409906056
