t,real_f,real_v,RA_EKF,IpDFT
2.500000,60.000001,0.005431,59.926400,60.000000
2.500100,60.000001,0.044787,59.930579,60.000000
2.500200,60.000001,0.076610,59.929668,60.000000
2.500300,60.000001,0.145561,59.943585,60.000000
2.500400,60.000001,0.188622,59.956223,60.000000
2.500500,60.000001,0.247097,59.970198,60.000000
2.500600,60.000001,0.276977,59.979325,60.000000
2.500700,60.000001,0.323901,59.987362,60.000000
2.500800,60.000001,0.372399,59.994381,60.000000
2.500900,60.000001,0.357328,59.987699,60.000000
2.501000,60.000001,0.407046,59.985262,60.000000
2.501100,60.000001,0.450974,59.984392,60.000000
2.501200,60.000001,0.474169,59.983224,60.000000
2.501300,60.000001,0.515124,59.982965,60.000000
2.501400,60.000001,0.522266,59.983227,60.000000
2.501500,60.000001,0.575282,59.983636,60.000000
2.501600,60.000001,0.578031,59.985115,60.000000
2.501700,60.000001,0.615685,59.986637,60.000000
2.501800,60.000001,0.637358,59.988473,60.000000
2.501900,60.000001,0.643608,59.990630,60.000000
2.502000,60.000001,0.710612,59.990633,60.000000
2.502100,60.000001,0.703759,59.992780,60.000000
2.502200,60.000001,0.731928,59.994192,60.000000
2.502300,60.000001,0.769091,59.994476,60.000000
2.502400,60.000001,0.776931,59.995547,60.000000
2.502500,60.000001,0.821353,59.995146,60.000000
2.502600,60.000001,0.811352,59.996402,60.000000
2.502700,60.000001,0.840569,59.996835,60.000000
2.502800,60.000001,0.877677,59.996321,60.000000
2.502900,60.000001,0.890916,59.996174,60.000000
2.503000,60.000001,0.892573,59.996658,60.000000
2.503100,60.000001,0.897837,59.997360,60.000000
2.503200,60.000001,0.935965,59.996916,60.000000
2.503300,60.000001,0.941339,59.996884,60.000000
2.503400,60.000001,0.950535,59.996932,60.000000
2.503500,60.000001,0.939203,59.997696,60.000000
2.503600,60.000001,0.953928,59.997985,60.000000
2.503700,60.000001,0.958263,59.998268,60.000000
2.503800,60.000001,0.983635,59.997775,60.000000
2.503900,60.000001,0.961017,59.998369,60.000000
2.504000,60.000001,0.974094,59.998412,60.000000
2.504100,60.000001,0.976201,59.998417,60.000000
2.504200,60.000001,0.983819,59.998154,60.000000
2.504300,60.000001,0.960458,59.998772,60.000000
2.504400,60.000001,0.967655,59.998821,60.000000
2.504500,60.000001,0.969740,59.998623,60.000000
2.504600,60.000001,0.967925,59.998348,60.000000
2.504700,60.000001,0.976573,59.997541,60.000000
2.504800,60.000001,0.945064,59.997962,60.000000
2.504900,60.000001,0.926309,59.998642,60.000000
2.505000,60.000001,0.929931,59.998465,60.000000
2.505100,60.000001,0.902263,59.999058,60.000000
2.505200,60.000001,0.930020,59.997501,60.000000
