t,real_v,real_f
0.0,-0.011074012454975628,60.0
0.0001,0.01652267675863746,60.0
0.0002,0.10017530175049702,60.0
0.00030000000000000003,0.11281532394349626,60.0
0.0004,0.14091526602238497,60.0
0.0005,0.21152432339778843,60.0
0.0006000000000000001,0.2181610080275988,60.0
0.0007000000000000001,0.2766254597709193,60.0
0.0008,0.28679195594006507,60.0
0.0009000000000000001,0.3307993631655479,60.0
0.001,0.34520129679175593,60.0
0.0011,0.4072287940421781,60.0
0.0012000000000000001,0.4405373524533524,60.0
0.0013000000000000002,0.48455671963304453,60.0
0.0014000000000000002,0.5118964377735529,60.0
0.0015,0.5449104625725385,60.0
0.0016,0.5729345554231288,60.0
0.0017000000000000001,0.6118268724146583,60.0
0.0018000000000000002,0.628264976256199,60.0
0.0019000000000000002,0.6573304634104378,60.0
0.002,0.6556651247007833,60.0
0.0021000000000000003,0.7037375185899761,60.0
0.0022,0.7516659775657935,60.0
0.0023000000000000004,0.7591459642093188,60.0
0.0024000000000000002,0.41478947511934733,60.0
0.0025,0.7959028571314962,60.0
0.0026000000000000003,0.8147210400007362,60.0
0.0027,0.8477376080208188,60.0
0.0028000000000000004,0.8627727602545009,60.0
0.0029000000000000002,0.9038551421924262,60.0
0.003,0.8978952613768254,60.0
0.0031000000000000003,0.9066815478906197,60.0
0.0032,0.9119958123458383,60.0
0.0033000000000000004,0.9583422791041912,60.0
0.0034000000000000002,0.9591523126811478,60.0
0.0035,0.9632006573226504,60.0
0.0036000000000000003,0.9754932572653657,60.0
0.0037,0.9958938619399624,60.0
0.0038000000000000004,0.9860064004196082,60.0
0.0039000000000000003,0.9900863997579369,60.0
0.004,1.0186046151753878,60.0
0.0041,0.9774502703176366,60.0
0.004200000000000001,0.9948431878571641,60.0
0.0043,0.9979686830655745,60.0
0.0044,1.010826896503381,60.0
0.0045000000000000005,0.9791282966310153,60.0
0.004600000000000001,0.9998848937032588,60.0
0.0047,0.9779165885846932,60.0
0.0048000000000000004,0.9867394891839943,60.0
0.004900000000000001,0.9638485666506612,60.0
0.005,0.9168450837046405,60.0
0.0051,0.9264489643270776,60.0
0.005200000000000001,0.898212030340142,60.0
0.0053,0.9096211932628008,60.0
0.0054,0.925124713088572,60.0
0.0055000000000000005,0.8954919223127082,60.0
0.005600000000000001,0.8345303132155161,60.0
0.0057,0.8483960711771347,60.0
0.0058000000000000005,0.8212559185651501,60.0
0.005900000000000001,0.7735693083762485,60.0
0.006,0.7696558309493347,60.0
0.0061,0.7451289582364956,60.0
0.006200000000000001,0.7123628283085479,60.0
0.006300000000000001,0.7013457147331369,60.0
0.0064,0.6634751164268788,60.0
0.006500000000000001,0.6474358739239668,60.0
0.006600000000000001,0.5880420710977043,60.0
0.0067,0.5420534880269727,60.0
0.0068000000000000005,0.5317625596640588,60.0
0.006900000000000001,0.49436598987466207,60.0
0.007,0.48300025498692184,60.0
0.0071,0.43530013196903883,60.0
0.007200000000000001,0.3968208868442836,60.0
0.007300000000000001,0.34416410385628676,60.0
0.0074,0.3243383307469848,60.0
0.007500000000000001,0.2927165900794769,60.0
0.007600000000000001,0.2523683384165211,60.0
0.0077,0.2207843729989767,60.0
0.0078000000000000005,0.19359359540456433,60.0
0.0079,0.19608446110831845,60.0
0.008,0.1124787160213622,60.0
0.008100000000000001,0.06996855057683786,60.0
0.0082,0.025274861032713807,60.0
0.0083,0.0017228844773803913,60.0
0.008400000000000001,-0.01976928928120047,60.0
0.0085,0.5564217940742245,60.0
0.0086,-0.11748592267222174,60.0
0.008700000000000001,-0.14422011226498455,60.0
0.0088,-0.17398869973872985,60.0
0.0089,-0.20676655331792337,60.0
0.009000000000000001,-0.25636775416605695,60.0
0.0091,-0.29393956580973146,60.0
0.009200000000000002,-0.3086406246825803,60.0
0.009300000000000001,-0.3610980718959311,60.0
0.0094,-0.4011660277533119,60.0
0.009500000000000001,-0.44271275968393864,60.0
0.009600000000000001,-0.4792106815980335,60.0
0.0097,-0.48417076125855174,60.0
0.009800000000000001,-0.5171872852141277,60.0
0.0099,-0.5960048977431793,60.0
0.01,-0.6031976797314282,60.0
0.010100000000000001,-0.6282734429152869,60.0
0.0102,-0.6701571761321904,60.0
0.0103,-0.6765584289407319,60.0
0.010400000000000001,-0.6916887487335416,60.0
0.0105,-0.7434807543033316,60.0
0.0106,-0.7551702756119946,60.0
0.010700000000000001,-0.7724272949279459,60.0
0.0108,-0.795513189247102,60.0
0.010900000000000002,-0.8276809857256483,60.0
0.011000000000000001,-0.8394373906825775,60.0
0.0111,-0.8568259337031304,60.0
0.011200000000000002,-0.8797018161453901,60.0
0.011300000000000001,-0.8710502618320588,60.0
0.0114,-0.9013564398351479,60.0
0.011500000000000002,-0.9383267801057287,60.0
0.011600000000000001,-0.9515453087654564,60.0
0.0117,-0.9505441523080373,60.0
0.011800000000000001,-0.9679335986533758,60.0
0.0119,-0.9900244317240899,60.0
0.012,-0.9775126681882308,60.0
0.012100000000000001,-0.9890652125774004,60.0
0.0122,-0.9914996511336881,60.0
0.0123,-0.9731064296243395,60.0
0.012400000000000001,-0.9759886186933524,60.0
0.0125,-0.9670768773416455,60.0
0.012600000000000002,-0.9968987870080145,60.0
0.012700000000000001,-0.9955544485738921,60.0
0.0128,-0.9936716801715667,60.0
0.012900000000000002,-0.9845499888324222,60.0
0.013000000000000001,-0.9923367641583779,60.0
0.0131,-0.964257078082145,60.0
0.013200000000000002,-0.9780851018184533,60.0
0.013300000000000001,-0.9383048040366384,60.0
0.0134,-0.9501608492298922,60.0
0.013500000000000002,-0.9129763407991157,60.0
0.013600000000000001,-0.9023492001646507,60.0
0.0137,-0.9076017284814035,60.0
0.013800000000000002,-0.859590889280536,60.0
0.013900000000000001,-0.8737751953433073,60.0
0.014,-0.846295215449764,60.0
0.014100000000000001,-0.8175403582253798,60.0
0.0142,-0.7804381253349552,60.0
0.014300000000000002,-0.7485464264528208,60.0
0.014400000000000001,-0.7388715300476834,60.0
0.0145,-0.747875250298666,60.0
0.014600000000000002,-0.7120166963428293,60.0
0.014700000000000001,-0.6672258565351998,60.0
0.0148,-0.6464123386611976,60.0
0.014900000000000002,-0.5986602132297464,60.0
0.015000000000000001,-0.5755727999814598,60.0
0.0151,-0.5425021903511927,60.0
0.015200000000000002,-0.5373111883938577,60.0
0.015300000000000001,-0.5032127427694628,60.0
0.0154,-0.4419020021632894,60.0
0.015500000000000002,-0.4114545145501472,60.0
0.015600000000000001,-0.37011463825605045,60.0
0.015700000000000002,-0.3766895240492734,60.0
0.0158,-0.3110202762222757,60.0
0.0159,-0.28476000550192304,60.0
0.016,-0.24949008345662554,60.0
0.0161,-0.21514618446956177,60.0
0.016200000000000003,-0.17597318698146505,60.0
0.016300000000000002,-0.11351612834966715,60.0
0.0164,-0.11326705696744326,60.0
0.0165,-0.09442734586574185,60.0
0.0166,-0.028198675622613363,60.0
0.016700000000000003,0.009677938608238998,60.0
0.016800000000000002,0.07488588941284173,60.0
0.016900000000000002,0.09633694956207972,60.0
0.017,0.1344579174332562,60.0
0.0171,0.1636609191438799,60.0
0.0172,0.20778696626022541,60.0
0.017300000000000003,0.23432949227581476,60.0
0.017400000000000002,0.2749588777729244,60.0
0.0175,0.29859085984865974,60.0
0.0176,0.365498990155364,60.0
0.0177,0.39357913070844186,60.0
0.0178,0.41086241056372047,60.0
0.017900000000000003,0.46448205998678693,60.0
0.018000000000000002,0.5021538789932133,60.0
0.0181,0.5114466550265355,60.0
0.0182,0.5379442906048688,60.0
0.0183,0.5867053382693149,60.0
0.018400000000000003,0.608333284797859,60.0
0.018500000000000003,0.6642375678905674,60.0
0.018600000000000002,0.6537365492030511,60.0
0.0187,0.694221933701149,60.0
0.0188,0.7312302367268666,60.0
0.0189,0.7560655971442359,60.0
0.019000000000000003,0.7831258338006652,60.0
0.019100000000000002,0.7943040585892894,60.0
0.019200000000000002,0.8102823789225262,60.0
0.0193,0.8501399780165708,60.0
0.0194,0.8261818655820676,60.0
0.0195,0.8993703432758149,60.0
0.019600000000000003,0.9022954602393927,60.0
0.019700000000000002,0.9121390059197358,60.0
0.0198,0.9115096781120298,60.0
0.0199,0.938740847195309,60.0
0.02,0.9524753157945979,60.0
0.020100000000000003,0.9710896111780879,60.0
0.020200000000000003,1.0015560743808412,60.0
0.020300000000000002,0.9874665245407755,60.0
0.0204,0.9884300265433358,60.0
0.0205,1.0049735114462064,60.0
0.0206,0.9786251405721313,60.0
0.020700000000000003,1.010752244175278,60.0
